OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,x,y
9842,0083331093,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,NOT AVAILABLE,(478) 922-4281,GENERAL ACUTE CARE,OPEN,237,HOUSTON,13153,USA,32.61759391,-83.63093479,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/2/2015 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,237,NOT AVAILABLE,N,-9309753.07538826,3844655.2595774
9843,0196784570,HUGHES SPALDING CHILDREN'S HOSPITAL,1711 TULLIE CIRCLE NE,ATLANTA,GA,30329,NOT AVAILABLE,(404) 785-6096,CHILDREN,OPEN,24,DEKALB,13089,USA,33.8308160600001,-84.32896998,622110,"CHILDREN'S HOSPITALS, GENERAL",https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,4/1/2022 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,24,NOT AVAILABLE,N,-9387457.99729485,4006107.31659532
9844,0004531774,IRWIN COUNTY HOSPITAL,710 N IRWIN AVENUE,OCILLA,GA,31774,NOT AVAILABLE,(229) 468-3845,GENERAL ACUTE CARE,OPEN,34,IRWIN,13155,USA,31.6033805700001,-83.2509989499999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,10/17/2013 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,GOVERNMENT - LOCAL,-999,34,NOT AVAILABLE,N,-9267458.81114535,3711360.02570857
9845,0004631064,JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,MONTICELLO,GA,31064,NOT AVAILABLE,(706) 468-6411,GENERAL ACUTE CARE,OPEN,17,JASPER,13159,USA,33.3141925800001,-83.6864821199999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://www.jaspermemorialhospital.org,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,17,NOT AVAILABLE,N,-9315936.57587879,3937082.41693288
9846,0009731539,JEFF DAVIS HOSPITAL,163 SOUTH TALLAHASSEE STREET,HAZLEHURST,GA,31539,NOT AVAILABLE,(912) 375-7781,GENERAL ACUTE CARE,OPEN,35,JEFF DAVIS,13161,USA,31.8572098600001,-82.60714696,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,GOVERNMENT - DISTRICT/AUTHORITY,-999,35,NOT AVAILABLE,Y,-9195785.53547231,3744581.76221243
9847,0008630434,JEFFERSON HOSPITAL,1067 PEACHTREE ST,LOUISVILLE,GA,30434,NOT AVAILABLE,(478) 625-7000,GENERAL ACUTE CARE,OPEN,37,JEFFERSON,13163,USA,33.00986749,-82.40554579,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,GOVERNMENT - LOCAL,-999,37,NOT AVAILABLE,Y,-9173343.39588458,3896613.78090723
9848,0004930442,JENKINS COUNTY MEDICAL CENTER,931 EAST WINTHROPE AVENUE,MILLEN,GA,30442,NOT AVAILABLE,(478) 982-4221,CRITICAL ACCESS,OPEN,25,JENKINS,13165,USA,32.8042395100001,-81.9345370899999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://jenkins.optimhealth.com/,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,25,NOT AVAILABLE,N,-9120910.94724138,3869348.76621489
9849,0089431792,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE AND MIMOSA DRIVE,THOMASVILLE,GA,31792,NOT AVAILABLE,(229) 228-2880,GENERAL ACUTE CARE,OPEN,264,THOMAS,13275,USA,30.8252903100001,-83.97225237,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/9/2015 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,264,LEVEL III,N,-9347748.37459266,3610080.48949023
9850,0083430092,LAKEVIEW BEHAVIORAL HEALTH SYSTEM,1 TECHNOLOGY PARKWAY SOUTH,NORCROSS,GA,30092,NOT AVAILABLE,(678) 713-2600,PSYCHIATRIC,OPEN,118,GWINNETT,13135,USA,33.95691291,-84.21813574,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/2/2015 12:00:00 AM,https://www.lakeviewbehavioralhealth.com/,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,118,NOT AVAILABLE,N,-9375119.98613559,4023017.94894267
9851,0086730606,"LANDMARK HOSPITAL OF ATHENS, LLC",775 SUNSET DRIVE,ATHENS,GA,30606,NOT AVAILABLE,(706) 425-1518,LONG TERM CARE,OPEN,42,CLARKE,13059,USA,33.96643341,-83.4115710299999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/5/2015 12:00:00 AM,http://www.landmarkhospitals.com/athens.aspx,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,42,NOT AVAILABLE,N,-9285333.61332656,4024295.74323567
9852,0024231405,LANDMARK HOSPITAL OF SAVANNAH,800 E 68TH STREET,SAVANNAH,GA,31405,NOT AVAILABLE,(573) 331-8420,LONG TERM CARE,OPEN,50,CHATHAM,13051,USA,32.0285715800001,-81.09510911,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,10/6/2016 12:00:00 AM,http://www.landmarkhospitals.com/savannah.aspx,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,50,NOT AVAILABLE,N,-9027466.25195016,3767061.67560911
9853,0002430306,LAUREL HEIGHTS HOSPITAL,934 BRIARCLIFF ROAD,ATLANTA,GA,30306,NOT AVAILABLE,(404) 888-7860,PSYCHIATRIC,OPEN,28,DEKALB,13089,USA,33.7800890400001,-84.3453322,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://www.laurelheightshospital.com/index.htm,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,28,NOT AVAILABLE,N,-9389279.4312935,3999311.44207229
9854,0006731313,LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY,HINESVILLE,GA,31310,NOT AVAILABLE,(912) 369-9438,CRITICAL ACCESS,OPEN,25,LIBERTY,13179,USA,31.8396057200001,-81.6009200999999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,NOT AVAILABLE,Y,-9083772.8737946,3742274.75129331
9855,0087739823,LIFEBRITE COMMUNITY HOSPITAL OF EARLY,11740 COLUMBIA STREET,BLAKELY,GA,39823,NOT AVAILABLE,(229) 723-4241,CRITICAL ACCESS,OPEN,25,EARLY,13099,USA,31.3736698600001,-84.94601249,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/9/2015 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,25,NOT AVAILABLE,N,-9456146.85530585,3681372.96561842
9856,0020630909,LIGHTHOUSE CARE CENTER OF AUGUSTA,3100 PERIMETER PARKWAY,AUGUSTA,GA,30909,NOT AVAILABLE,(706) 651-0005,PSYCHIATRIC,OPEN,28,RICHMOND,13245,USA,33.49082902,-82.0874286599999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,10/16/2013 12:00:00 AM,http://www.lighthousecarecenters.com/,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,28,NOT AVAILABLE,N,-9137930.75896036,3960636.00338035
9857,0003030428,"LOWER OCONEE COMMUNITY HOSPITAL, INC",111 NORTH 3RD STREET,GLENWOOD,GA,30428,NOT AVAILABLE,(912) 523-5113,GENERAL ACUTE CARE,OPEN,25,WHEELER,13309,USA,32.1800679500001,-82.67208637,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,2/10/2014 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,25,NOT AVAILABLE,N,-9203014.55752593,3786970.62236946
9858,0089831008,MEDICAL CENTER OF PEACH COUNTY - NAVICENT HEALTH,1960 HIGHWAY 247 CONNECTOR,BYRON,GA,31008,NOT AVAILABLE,(478) 654-2000,CRITICAL ACCESS,OPEN,25,PEACH,13225,USA,32.6046568400001,-83.7589568499999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/9/2015 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,25,NOT AVAILABLE,Y,-9324004.42591777,3842945.57610806
9859,0089730474,MEMORIAL HEALTH MEADOWS HOSPITAL,1 MEADOWS PARKWAY,VIDALIA,GA,30474,NOT AVAILABLE,(912) 535-5828,GENERAL ACUTE CARE,OPEN,57,TOOMBS,13279,USA,32.20859527,-82.3752472,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/9/2015 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,57,LEVEL IV,Y,-9169970.57227403,3790723.2513251
9860,0000331404,MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER,4700 WATERS AVENUE,SAVANNAH,GA,31404,NOT AVAILABLE,(912) 350-3691,GENERAL ACUTE CARE,OPEN,512,CHATHAM,13051,USA,32.0305308800001,-81.0888624199999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://www.memorialhealth.com,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,512,LEVEL I,Y,-9026770.87360021,3767318.94712987
9861,0012531717,MEMORIAL HOSPITAL AND MANOR,1500 E SHOTWELL STREET,BAINBRIDGE,GA,39819,NOT AVAILABLE,(229) 246-3500,GENERAL ACUTE CARE,OPEN,80,DECATUR,13087,USA,30.9027739800001,-84.55244719,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,3/12/2014 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,GOVERNMENT - DISTRICT/AUTHORITY,-999,80,NOT AVAILABLE,Y,-9412335.36651595,3620128.92061788
9862,0086831501,MEMORIAL SATILLA HEALTH,1900 TEBEAU STREET,WAYCROSS,GA,31501,NOT AVAILABLE,(912) 287-2500,GENERAL ACUTE CARE,OPEN,231,WARE,13299,USA,31.2252213900001,-82.3482788599999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/5/2015 12:00:00 AM,https://memorialsatillahealth.com/,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,231,NOT AVAILABLE,Y,-9166968.47039769,3662033.10004362
9863,0006331737,MILLER COUNTY HOSPITAL,209 N CUTHBERT STREET,COLQUITT,GA,39837,NOT AVAILABLE,(229) 758-4231,CRITICAL ACCESS,OPEN,25,MILLER,13201,USA,31.1754823100001,-84.7350183199999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,10/15/2013 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,NOT AVAILABLE,N,-9432659.0917411,3655559.89300199
9864,0008931730,MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,CAMILLA,GA,31730,NOT AVAILABLE,(229) 336-5284,CRITICAL ACCESS,OPEN,23,MITCHELL,13205,USA,31.2297198800001,-84.20554348,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,10/15/2013 12:00:00 AM,http://www.archbold.org,NOT AVAILABLE,NOT AVAILABLE,13,GOVERNMENT - DISTRICT/AUTHORITY,-999,23,NOT AVAILABLE,N,-9373718.22216445,3662618.71619164
9865,0006031029,MONROE COUNTY HOSPITAL,88 MARTIN LUTHER KING JR DRIVE,FORSYTH,GA,31029,NOT AVAILABLE,(478) 994-2521,CRITICAL ACCESS,OPEN,25,MONROE,13207,USA,33.03125664,-83.94595922,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,3/12/2014 12:00:00 AM,http://www.monroehospital.org,NOT AVAILABLE,NOT AVAILABLE,13,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,NOT AVAILABLE,Y,-9344821.4345233,3899453.49485504
9866,0194530650,MORGAN MEDICAL CENTER,1740 LIONS CLUB ROAD,MADISON,GA,30650,NOT AVAILABLE,(706) 342-1667,CRITICAL ACCESS,OPEN,25,MORGAN,13211,USA,33.5687036800001,-83.47168277,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,5/5/2020 12:00:00 AM,https://morganmedical.org/,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,25,LEVEL IV,Y,-9292025.22161406,3971035.45095102
9867,0195730525,MOUNTAIN LAKES MEDICAL CENTER,162 LEGACY POINT,CLAYTON,GA,30525,NOT AVAILABLE,(706) 782-3100,CRITICAL ACCESS,OPEN,25,RABUN,13241,USA,34.8922958000001,-83.39353635,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,5/5/2020 12:00:00 AM,http://mountainlakesmedicalcenter.com/,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,25,NOT AVAILABLE,N,-9283326.00193235,4149254.18910603
9868,0087431061,NAVICENT HEALTH BALDWIN,821 NORTH COBB STREET,MILLEDGEVILLE,GA,31061,NOT AVAILABLE,(478) 454-3550,GENERAL ACUTE CARE,OPEN,140,BALDWIN,13009,USA,33.0894382500001,-83.2458414399999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/9/2015 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,140,NOT AVAILABLE,N,-9266884.67975838,3907181.42124171
9869,0003730680,NORTHEAST GEORGIA MEDICAL CENTER BARROW,316 NORTH BROAD STREET,WINDER,GA,30680,NOT AVAILABLE,(770) 848-8611,GENERAL ACUTE CARE,OPEN,56,BARROW,13013,USA,34.0080530000001,-83.707254,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,10/15/2013 12:00:00 AM,http://www.barrowregional.com,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,56,NOT AVAILABLE,Y,-9318248.89098321,4029883.39854511
9870,0084530533,NORTHEAST GEORGIA MEDICAL CENTER LUMPKIN,227 MOUNTAIN DRIVE,DAHLONEGA,GA,30533,NOT AVAILABLE,(770) 219-7146,GENERAL ACUTE CARE,OPEN,52,LUMPKIN,13187,USA,34.52283376,-83.97562878,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/3/2015 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,GOVERNMENT - STATE,-999,52,NOT AVAILABLE,N,-9348124.23483456,4099223.7510232
9871,0083830501,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,NOT AVAILABLE,(770) 535-3553,GENERAL ACUTE CARE,OPEN,691,HALL,13139,USA,34.30325528,-83.8179282,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/2/2015 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,691,LEVEL II,Y,-9330569.08657116,4069594.85110765
9872,0016230342,NORTHSIDE HOSPITAL,1000 JOHNSON FERRY ROAD NE,ATLANTA,GA,30342,NOT AVAILABLE,(404) 851-8000,GENERAL ACUTE CARE,OPEN,621,FULTON,13121,USA,33.90891163,-84.3539246399999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,3/12/2014 12:00:00 AM,http://www.northside.com,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,621,NOT AVAILABLE,Y,-9390235.93733897,4016577.63149438
9873,0182330115,NORTHSIDE HOSPITAL CHEROKEE,450 NORTHSIDE CHEROKEE BOULEVARD,CANTON,GA,30115,NOT AVAILABLE,(770) 244-1000,GENERAL ACUTE CARE,OPEN,211,CHEROKEE,13057,USA,34.2292380000001,-84.466259,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,5/4/2020 12:00:00 AM,https://www.northside.com/cherokee,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,211,NOT AVAILABLE,Y,-9402740.94109276,4059624.78014704
9874,0086430096,NORTHSIDE HOSPITAL DULUTH,3620 HOWELL FERRY ROAD,DULUTH,GA,30096,NOT AVAILABLE,(678) 312-1000,GENERAL ACUTE CARE,OPEN,122,GWINNETT,13135,USA,33.9997220600001,-84.1634250499999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/5/2015 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,122,NOT AVAILABLE,N,-9369029.61998384,4028764.70564416
9875,0006130041,NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,CUMMING,GA,30041,NOT AVAILABLE,(770) 844-3200,GENERAL ACUTE CARE,OPEN,320,FORSYTH,13117,USA,34.17759706,-84.1414718,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,320,NOT AVAILABLE,Y,-9366585.79537258,4052673.97420905
9876,0007130045,NORTHSIDE HOSPITAL GWINNETT,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30046,NOT AVAILABLE,(678) 312-1000,GENERAL ACUTE CARE,OPEN,388,GWINNETT,13135,USA,33.9636767800001,-84.01756345,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://www.gwinnettmedicalcenter.org,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,388,LEVEL II,Y,-9352792.38094555,4023925.74731913
9877,0005530467,OPTIM MEDICAL CENTER - SCREVEN,215 MIMS ROAD,SYLVANIA,GA,30467,NOT AVAILABLE,(912) 564-7426,CRITICAL ACCESS,OPEN,25,SCREVEN,13251,USA,32.7502504,-81.64701956,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://screven.optimhealth.com/,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,25,NOT AVAILABLE,N,-9088904.64220764,3862200.60777413
9878,0010730453,OPTIM MEDICAL CENTER - TATTNALL,247 S MAIN STREET,REIDSVILLE,GA,30453,NOT AVAILABLE,(912) 557-1000,CRITICAL ACCESS,OPEN,25,TATTNALL,13267,USA,32.08052775,-82.1091226299999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,25,NOT AVAILABLE,Y,-9140345.72065405,3773885.79360463
9879,0002130338,PEACHFORD BEHAVIORAL HEALTH SYSTEM OF ATLANTA,2151 PEACHFORD ROAD,ATLANTA,GA,30338,NOT AVAILABLE,(770) 455-3200,PSYCHIATRIC,OPEN,246,DEKALB,13089,USA,33.9287370800001,-84.30061446,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,PROPRIETARY,-999,246,NOT AVAILABLE,N,-9384301.47524727,4019237.16620992
9880,0010131069,PERRY HOSPITAL,1120 MORNINGSIDE DR,PERRY,GA,31069,NOT AVAILABLE,(478) 987-3600,GENERAL ACUTE CARE,OPEN,39,HOUSTON,13153,USA,32.45962324,-83.71002552,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,39,NOT AVAILABLE,N,-9318557.41517833,3823795.69182264
9881,0014931701,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,ALBANY,GA,31703,NOT AVAILABLE,(229) 312-4068,GENERAL ACUTE CARE,OPEN,691,DOUGHERTY,13095,USA,31.5902197500001,-84.15862347,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://phoebeputney.com/phoebecontentpage.aspx?nd=1523,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,691,NOT AVAILABLE,N,-9368495.11054324,3709639.98446562
9882,0087531719,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,AMERICUS,GA,31719,NOT AVAILABLE,(229) 931-1280,GENERAL ACUTE CARE,OPEN,76,SUMTER,13261,USA,32.06696234,-84.2560501999999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY/OTHER,3/9/2015 12:00:00 AM,http://www.phoebeputney.com/phoebecontentpage.aspx?nd=1479,NOT AVAILABLE,NOT AVAILABLE,13,NOT AVAILABLE,-999,76,NOT AVAILABLE,Y,-9379340.60451649,3772103.68797434
9883,0005931791,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,NOT AVAILABLE,(229) 777-3851,CRITICAL ACCESS,OPEN,25,WORTH,13321,USA,31.5117226,-83.84015579,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,http://www.phoebeputney.com/phoebecontentpage.aspx?nd=1483,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,25,NOT AVAILABLE,Y,-9333043.45057152,3699385.91233395
9884,0014030606,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,NOT AVAILABLE,(706) 475-7000,GENERAL ACUTE CARE,OPEN,359,CLARKE,13059,USA,33.96129247,-83.3979450699999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://forms.dch.georgia.gov/HFRD/GaMap2Care.html,4/12/2024 12:00:00 AM,IMAGERY,2/10/2014 12:00:00 AM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13,NON-PROFIT,-999,359,LEVEL II,Y,-9283816.77839779,4023605.73400391
